id;tweet;misogynous;misogyny_category;target
1904;"I look in her eyes, &; it's clear the girl ain't here. She's already in 1st class on the Mothership. Bitch! Gimme that damn Watchtower!";0;0;0
1905;@stupidbichface “I showed you my dick answer me 😞😪”;0;0;0
1906;Sometimes you gotta beat ya dick like it stole something;0;0;0
1907;Niggas think their dick is big when they put it in and you gasp.... first of all I've been holding my breath cause your breath stank;0;0;0
1908;lmao you guys i remember when someone hacked my twitter, called me a whore and shit and tried to say it wasn’t them.;0;0;0
1909;@blakeruss165 You a lying hoe;0;0;0
1910;It's #Trumpianity. Rape, pillage, and steal but as long as you say #MerryChristmas it's ok. https://t.co/mK3AuORzjn;0;0;0
1911;'This dick put you to sleep init' First of all, I've just finished an 10 hour shift;0;0;0
1912;@quietrightly What do you mean by that you cunt? My English is perfect! 😊;0;0;0
1913;@illegirlhoeee lucky you aren’t in the tøp fandom cunt lmao so much fkn drama;0;0;0
1914;“Dick always plays you in the end” IM CRYING💀;0;0;0
1915;'GIVE ME 280 CHARACTERS YOU FLACID DICK';0;0;0
1916;@Mike_Fox01 Where's a massive sink hole when you need one?;0;0;0
1917;@JulianAssange Julian, you are currently hiding in a cupboard to avoid a rape allegation or two....;0;0;0
1919;@SethMacFarlane just started #TheOrville, glad you got the bro dick jokes out the way early because it has become the series we need. Bravo;0;0;0
1920;@realDonaldTrump Forever? You are a cock!;0;0;0
1921;A 17 year old girl gets raped 3 times in one walk home by 5-6 different men and people will still claim rape cases are outliers?;0;0;0
1922;@Millexnium [ ho~ you doubt me?;0;0;0
1923;@jkenney Does it hurt your head at all to be so consistently wrong every time you open your pie-hole?;0;0;0
1924;Well Sarah, do you as a human not think the people that shielded the rape of children should be outed? #FFArdFheis17 https://t.co/oe4D8kC9tm;0;0;0
1925;Between you and us, that thing that killed you was a total dick. Please disregard this message if you committed suicide.;0;0;0
1926;all you mexican 5h stans can suck a BIG BLACK COCK;0;0;0
1927;At first you get scared you gonna crush a skinny man, then BAM they put the dick on you and you can’t even feel ya legs;0;0;0
1928;Attorney representing woman who accused rapper Nelly of rape asks police to halt criminal investigation. (Sent from KING 5);0;0;0
1929;don't watch me you better just watch yo nigga ho;0;0;0
1930;Been in Ryan's for one minute and a lad spills his Red Bull on me and says 'Do you like dick do ya?'. Moral: never leave grogans;0;0;0
1931;When Hollywood powerhouses accuse you of rape, you have a problem. When you help make them powerhouses, you became the problem!;0;0;0
1932;@K1_of_3 @RickKackis I’d rather be a cheesy bitch boy than a over salty cunt Wizzle that can’t adapt.;0;0;0
1933;"Don’t be a dick when you rate businesses. 5 stars always for good work; 4 is bad; 3 is very bad; 2 is abysmally bad; 1 star is Satan.";0;0;0
1934;@SamWhyte Stupid slag can't take a joke etc etc;0;0;0
1935;If they're not harassing or assaulting you they're calling you stupid, crazy, irrational, over emotional.;0;0;0
1937;@Twario14 @realDonaldTrump Tbh I live for your gif replies to him 😂 they make my morning. You dumb funny hoe.;0;0;0
1938;That moment when you wanna go crawl in a hole and stay down there forever #rightnow #FridayThe13th #curbsarenotmyfriend;0;0;0
1939;If you don’t vote on my instagram story..... u a hoe.;0;0;0
1940;The girl next door sucks cock like there is no tomorrow! https://t.co/BsXS2GlmA8;0;0;0
1941;@TheHockeyLife48 so you admit to actin like a hoe? 💀;0;0;0
1942;Like I'm so glad you guys are standing with skales against that boy with the gutter mouth and pot hole face .;0;0;0
1943;*When you claim Re:Zero in a RP but have already accidentally killed Felt, Rem,and Ram off.*;0;0;0
1944;Can you lick the tip then throat the dick or nah?;0;0;0
1945;@GARDENOFADRIAN sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue;0;0;0
1946;If you got a tattoo today you a hoe;0;0;0
1947;Customer: Can I get Szechuan Sauce? Me: We don't have any Customer: Ik you don't BITCH WHY TF YOU ASK FOR IT THEN DUMBASS CRUSTY HOE;0;0;0
1948;A beautiful woman When you see the painter properly So go get it ...... . . .  . . . . . . . . She belongs to you Ram Rahim recognized 😆😜;0;0;0
1949;Got that happy single dick... first pussy I get I’m 🥜 real fast 😂;0;0;0
1950;I'm bitch and crazy woman so what?;0;0;0
1951;Cuffing is not DEAD If everybody stop being a hoe then you can cuff 🤷🏾‍♂️😅 But nahh being fuck Buddies in style at #myasu https://t.co/3d4mo2YZvS;0;0;0
1952;So if your reading this and I know you are .. STOP HITTING ME UP YO DICK LIDDO AND NOW THE WORLD KNOWS 😭🤦🏽‍♀️;0;0;0
1953;@LaloDagach @brit_curt Having said that it is usually women who bitch about other women's outfits, especially on older women if look younger;0;0;0
1954;@ whoever is blasting music at this time and woke me up: you are a cunt;0;0;0
1955;"Lessons consensual #sex for Mr #Weinstein &; others - you mislead, coerce and force yourself on #women - guess what it is #assault and #rape?";0;0;0
1956;@ChadButlerJr You a lie and your barber a hoe too nigga your line up looking like a serrated knife;0;0;0
1957;raevin if you see pink and white you smoking dick https://t.co/kldvd8VJq8;0;0;0
1958;Ho, ho, ho It's magic, you know Never believe it's not so It's magic, you know Never believe, it's not so https://t.co/kCixV8u2eE;0;0;0
1959;@HONGLYSEOK WHY ARE YOU LIKE THIS NOW I NEED TO FIND A HOLE TO HIDE IN 😳😳😳;0;0;0
1960;What would you do if namjoon sneaks into your room at night and yells 'HERE COMES MONSTER DICK BITCH!!';0;0;0
1961;All the experts predicting the dodgers will win. Eat a dick.. not that I don't support and love them, but you always jinx them;0;0;0
1962;@yukisterben Yeah, you would probably want to do that, as most mobos don’t default to using the highest ram frequency supported.;0;0;0
1963;@realDonaldTrump What happened to infrastructure rebuilding. You haven’t filled a pot hole. This was one of your good ideas. Don’t blame Dems. You’ve done 0;0;0;0
1964;@GoldGloveTV I was banned from your chat because I said that cunt was a disrespectful term and I knew why you said it but it still stung.;0;0;0
1965;@HodgesMarla96 @ErinRobertson07 Well answer the question?!?! Did you get a dick?;0;0;0
1966;"That was it when Dick Rickles; ? You all want do w/ 248 Mtn Shrod?";0;0;0
1967;Okay when r u gonna deep throat my dick — if ain’t my boo then you ain’t getting deep throate... https://t.co/rSbvBgxKnc;0;0;0
1968;I wonder how many women are in theposition,➡️ now,went2 school for1/4of their life,get hired not knowing its rape culture,get stuck there?😐👎;0;0;0
1969;"If you are unwilling to help victims &; or survivors of rape &; domestic violence by speaking out then you have no place as our advocate. 💜";0;0;0
1970;It’s hard seeing someone you loved so much move on. But just remind yourself you are wonderful and he has a small dick.;0;0;0
1971;@ZaccheusIAm 🤘🏾🤘🏾🤘🏾 can't wait for you to pull up pimp!;0;0;0
1972;@amore_orless @that_one_leftie @DSA_LosAngeles fucking stalker braud Tryna rape me or somthing why you looking thru my shit;0;0;0
1973;When you bout to study but you realize hoe, is in fact life https://t.co/YWuMdj5nd2;0;0;0
1974;@neiltyson Do you know anything about the hole in antarctica or is that fake🤔🤔🤔;0;0;0
1975;@mariamsheddo @RomanAtwood You cunt;0;0;0
1976;Donkorsblog: Woman Who Accused @Nelly_Mo of Rape Halts Investigation and Says She Will Not Testify in Court https://t.co/cijxD43TEQ https://t.co/CgKXA9YTIs;0;0;0
1977;@987Woody Thank you woody. I'm going to retweet this in the hopes that this will get back a-hole.;0;0;0
1978;One night they slipped in vacant place, too graphic to explain here, it's rape when somebody does sumthin sexual to you w\o your consent...;0;0;0
1979;Tbh if you do something that will make me look dumb tonight I deserve it tbh I’ve been a asshole to you and I’ll just a dick 😔💔🙇🏽;0;0;0
1980;@FootballFunnys He scored 2 VS unarguably the best defense in that campaign you cunt .lmao. https://t.co/mQf6k5KrQD;0;0;0
1981;Today some guy was looking at a magazine and he was like 'she just looks like a hoe' so the girl w him asked why and he said;0;0;0
1982;FUCK YOU HARVEY WEINSTEIN! Anyone who has suffered from rape and I mean all. Lock him up. I stayed silent for 24 hours. Going sue me HW?;0;0;0
1983;@murdo_fraser What a dick you are, do you think Westminster is doing a good job for the uk?;0;0;0
1984;@ComptonMenace man we’re Bros from another crack hoe. I run my trailer park in bama, you run the CPT;0;0;0
1985;Pregnancy, Periods, Breast Cancer, Being Walked On, Rape, Harassment, Abuse...Females Go Through A Lot. WOMEN ARE STRONG ♥;0;0;0
1986;"Dudes, We love all the RTs/Likes &; enjoy a few comments here/there. But cock pix &; writing novels under our pix/vids gets you blocked! 😠";0;0;0
1987;@adamslily @joanwalsh Stop expecting him to be anything other than an insensitive, self-centered dick and you won't be surprised anymore.;0;0;0
1988;Cat: 'Miaow-miaow-miaow!' Me: 'Aaaawwww...' Cat: 'FEED ME, YOU USELESS FAT BASTARD! FOOD! IN FOOD-HOLE! NOW!' #BloodyCat;0;0;0
1989;Jodie Foster: Hollywood Execs Tried To Rape Me When I Was A Girl https://t.co/8szOnwsbmu;0;0;0
1990;Sounds like you are a mysogenistic dick weasel to me Aaron. When you call mysogenists dick weasels you always feel better https://t.co/QlSaV9Cvzc;0;0;0
1991;@PeterNHess If you take dick off of the pizza you're erasing my history and heritage;0;0;0
1992;You hear a story about a case of a rapist and all your stupid self had to say was that it's a one sided story? A rape case????;0;0;0
1993;There I finally gave you a reason to hate me ya cunt;0;0;0
1995;@ErikTheYordle they give you a gun USE THE GUN TO SPOOK THE SPOOKERS WITH LEAD TO THE DICK;0;0;0
1996;@Texnkc Did you take cock before being locked up. I was straight before my first time inside but flipped quite quickly;0;0;0
1997;@987Woody Sometimes you can be a dick. #allin;0;0;0
1998;If someone got body and dick..... but not the face.... would you dub them?;0;0;0
1999;@realDonaldTrump Many more are talking about impeachment. Many, Many more. In case you forgot. Collusion, rape, obstruction of justice, profiteering. Losing.;0;0;0
2000;how about that £350m a week for the NHS then, you cock. https://t.co/5KOGvjrpoQ;0;0;0
2001;"#KickThemInTheBallsCampaign against rape. I #StandWithWomen. I'm not a violent person but If someone attacks you defend yourself. Rape &;";0;0;0
2002;'I wasn't trying to kill you by punching your dick'😂😂😂😂;0;0;0
2003;Hole in one and you deserve for it.Congrats https://t.co/EXzIzEXWhM;0;0;0
2004;@phucktee I’m tryna fucking get like you hoe;0;0;0
2005;Lmfao =D not what you thinking '@ocean_eyez_: '@OMG_itz_Henny: I only got ONE DICK, so i only need ONE GIRL.'...at a time';0;0;0
2006;not jacking off to hentai mind you my cock been dead for days but busy reading!;0;0;0
2007;Sooo @Shanteshanteeee you ain't get my text message hoe? 🤔;0;0;0
2008;“My dick good though” huh! Do what? You said.. got a good dick on you?;0;0;0
2009;@autumnrainwish Checklist of #iamgandhi 1. Want to see Women in Short Dresses 2. She is टंच माल 3. Being abusive to mothers - Son of a bitch;0;0;0
2010;Perfect breakfast to start your weekend, ho yummy! Topped with some Green Savi Hot Pepper sauce! What do you have for breakfast? 🌶 https://t.co/MjSEODTfdz;0;0;0
2011;@AxelKatten Cornhole is the Southern name for a game where you throw beanbags at a panel with a hole in it.;0;0;0
2012;@idubbbzJr @HadethR @toddysdobrik @zane You cunt, compare 25 million that rubius have versus the 5 million that David have;0;0;0
2013;@codyko im going to call you an old cunt everyday from today;0;0;0
2014;Just so you know, I'm a righteous Dick Cheney Impersonator, which is not like a thing or anything.;0;0;0
2015;@griederk @atensnut Basically you don't care about rape or victims. You just hate Trump and someone told you to boycott twitter because of Weinstein I get it.;0;0;0
2016;@BenWarrender1 I’ll report you for touching dogs dick;0;0;0
2017;YOU SAID FAMILY DINNER AND TAGGED HIM YOU MESSY HOE https://t.co/U86V6Vnyi9;0;0;0
2018;Just played: I Know I'll See You - A Place to Bury Strangers - A Place to Bury Strangers(Killer Pimp);0;0;0
2019;Ho you voted for this @davidalbertrob1 https://t.co/oElRB3QP9j;0;0;0
2020;@terroristavcisi @PressTV Go back to your hole you fucking roach.;0;0;0
2021;Just cause I wear flowy shorts and start to get drunk does NOT give you the right to rape me and it never will;0;0;0
2023;@StevenDurack Steven, you have already illustrated what an utter cock you are. Don't imagine anyone gives a shit ab… https://t.co/JAXrNRClgg;0;0;0
2024;@davereaboi @realDonaldTrump Stupid as, it dosent make the mullas angry, the hole nation is angry;0;0;0
2025;@OddDoctor When you look at our photos, your hard cock will tell you the answer.;0;0;0
2026;"@CNN Young man forget the rape scene & be grateful that she's alive for you. The responsibility you have now is to prepare her mind &; enjoy her";0;0;0
2027;@Jack U suspend acct of rape victim, but not some one who promises 'Hell&Fury the planet has never seen' = #NuclearWar. You are a #HYPOCRITE;0;0;0
2028;I'm all about Money that Pussy Shit You can go On. Talk that Hoe Shit, Give you a Block that you can Hoe on. -Young Will;0;0;0
2029;Oh fuck off you dumb cunt. It’s mind blowing how ignorant someone could be. https://t.co/xdr16SG9zf;0;0;0
2030;@Jiren_TheGray Jiren: That's it I'm kicking you in the dick.;0;0;0
2031;@V_Bottoms @plumperpass I hope you love monster cock;0;0;0
2032;If you stand with rape survivors against rape, then stand up and practice what you preach. #womentakeovertwitter;0;0;0
2033;@decyphaaaa @Merrcyy9 @illuminatiy_ @swxsy Cunt your 16 dont act like you arnt lol go to bed before i knock your block off;0;0;0
2034;@BenRoss_AKL Are you using many added assets/buildings/props or just mostly mods? My 16gb of ram gets chewed up currently by it;0;0;0
2035;Shit the dick make you smoke lmao;0;0;0
2036;@girlsgoneblack @HashtagBBC Why have a small white dick when you could have that!;0;0;0
2037;@quickKthought I'm following you because your name is cunt and that makes me laugh;0;0;0
2038;Tell you one thing-- I've seen more'n enough dick and balls tonight to last me a lifetime.;0;0;0
2039;@totallyciara YES YOU DO GO TO BED HOE;0;0;0
2040;Fulfill all your entertainment needs! The 3GB RAM of Huawei Y7 Prime allows you run more apps at once. #HuaweiMobileNepal #HuaweiY7Prime https://t.co/NqUOwjzuOf;0;0;0
2041;JIN SAYS 'VOTE US ON MWAVE YOU HOE' :) https://t.co/7N8jutZWhk;0;0;0
2042;"@BJTitzenbier I prefer animation like LT myself but, if you ever do watch RAM, I suggest watching the first 2 seasons &; skip the lamer 3rd season.";0;0;0
2043;@KEEMSTAR U know thats funny cause one moment you think that ricegum is a dick sucking faggot now u hating on idubbz wtf!;0;0;0
2044;Bri: you put in the hole- Me: *starts laughing like a child* Bri: *starts laughing* whoops;0;0;0
2045;@is_enticing Do you take some else's help? Or just ram into somebody?;0;0;0
2046;Society always tryna make you believe you gotta be a hoe to have fun. Fuck that shit;0;0;0
2047;@feedderocks Boo, who hurt you ? I'll smack a hoe.;0;0;0
2049;@unlimitedclout Brittany is a beautiful woman and not a hee hoe I'm gonna love her forever;0;0;0
2050;My family’s idea of a merienda for this moment is siopao. They really hate me. Me: *calls Tim Ho Wan* Do you deliver in elyu? 😢;0;0;0
2051;@Telegraph stupid slag;0;0;0
2052;@AnYaMemories @juthee_alam @TheSomyaSeth How do you know baby boy. Baby ho gya kya;0;0;0
2053;@dougchaplin Doug why don’t you concentrate on speaking out about those who commit sexual assault and rape instead… https://t.co/vcdTzFb21K;0;0;0
2054;Happiest of birthdays to the main hoe 😏💃🏻 I hope you have a wonderful day angel 🌹💞 @jordan_scholtz;0;0;0
2055;@spindIeweed I am not sure how much you have seen about this, but this is a pretty strange take on it. to say rape is the main plot point is dismissive;0;0;0
2056;PLEASE ONLY SEND ME A PIC OF YOUR COCK IF IT IS A TRIBUTE PIC... JUST A PIC OF YOUR COCK GETS YOU BLOCKED 😂😂😂😡😡😡;0;0;0
2057;@MooroLLM @preccy_3 Thought I'd got away with it 👀 I fancy us...sorry you today. Anything but a win for that cunt Mourinho will do for me. #jurgenaut #COYR;0;0;0
2058;I don't want no all in everybody hood ass bitch I want my girl to have standers and have respect for her self kill💯💯;0;0;0
2059;If you ''Repeatedly'' Rape Stab Carry Acid Incite Murder you 'may' Go to Prison..what Fuckin Planet am i Living on...;0;0;0
2060;@chaiwaala @mwilcox @desantis Yes you can. Universe is information we can perceive, black hole is singularity of information imperception;0;0;0
2061;@spectator Tory filth like you love uber for 3 main reasons ....Rape....Tax avoidance and road carnage caused by idiots on slave wages !;0;0;0
2062;@Adrian357Adrian @ianlfc05 @ClinicalFirmino I have a big cock, doubt you can say the same;0;0;0
2063;@PennarRobinsFC @samsouthcott9 Delete these tweets you cringey cunt;0;0;0
2064;@JuliaHB1 She can’t even see what’s wrong with this tweet. That’s rape culture for you 😔;0;0;0
2065;@sierra_martel I can’t believe you tweeted this, you lame ass hoe 😂😂😂;0;0;0
2066;like okay you say you fwhim but he ain't going nowhere my hoe forever 😌;0;0;0
2067;@WhiteDomGoddess That's right bitch cos this dick so good I shouldn't have to fuck for free!!!;0;0;0
2068;accusing a woman of lying about rape to get attention means you're trash;0;0;0
2069;Bernie Sanders wrote an essay saying that women fantasize about rape https://t.co/RXrSw8H330 #ThisIsWhy;0;0;0
2070;This is superb. Practical guide for rights of women esp at divorce and rape in marriage. @HHbruichladdich @RehmanYasmin @SBSisters https://t.co/DTWy7j77Ri;0;0;0
2071;hoe he do not fuck with you stop doing all that extra shit;0;0;0
2072;Can't turn a hoe into a house wife!😂 you know who your are!😂🤘🏼👍🏼;0;0;0
2073;Lets go down the Slate rabbit hole: Christina Cauterucci is a woman who seems to think men FALSELY accused of rape… https://t.co/XikXpQAVsd;0;0;0
2074;How can you not engage? As enraging as it all is... fuck it all off I say. Turn off the power. Reset. Reboot. Escape the cunt booth.;0;0;0
2075;stop being a pussy bitch😂 https://t.co/H3KHiMWepU;0;0;0
2076;@Gaurav220594 @thetanmay You creepy cunt!;0;0;0
2077;The woman who accused rapper, Nelly of rape, has refused to testify against him in court and has asked for the case to be dropped. https://t.co/SXk99SfCIB;0;0;0
2078;I’ve never understood why people stand and wait on they food at Tolly Ho... you a good one;0;0;0
2079;I wish you knew how bad it fucked me up. I just hoe to god you'll realise tomorrow;0;0;0
2080;Enimen, you are a disgrace to America! Go crawl back into your hole..... I Would NEVER Let my grand children listen to your NON Music,1;0;0;0
2081;@MareeBeaarr You looked so cute I wanted to tell you but I also didn’t want to cock block;0;0;0
2082;SkrewDriver All skrewed up FULL ALBUM @AmberRuddHR are you listening, slag? You might learn something💀 https://t.co/zi0AySs8qf;0;0;0
2083;@youngmum1996 Will my cock in panties cheer you up?!;0;0;0
2084;@DanielBaguley Libya was on a rise till you guys bombed them to hell hole, now talking bout backwards;0;0;0
2085;FAQ: I need fast delivery - can you get me out of a hole? #print #marketing #eventprofs https://t.co/XQ2rzTZbYn;0;0;0
2086;🕴 I would call you a cunt, but you don't have the depth or the warmth.;0;0;0
2087;@DirtyGi10291125 Do you know how hard it is to walk with a hard cock;0;0;0
2088;Hope your PlayStation blows up you silly cunt https://t.co/5U7FUMyut9;0;0;0
2089;@MarkDavisRaider Mike I don't know you from a hole in the wall you're a businessman either way you can't lose, but… https://t.co/x7BEBK4HqD;0;0;0
2090;@SoftSadBoy Know that feeling, you don’t need to say anything. Besides, your beloved sister shows me all the goods of mental rape daily.;0;0;0
2091;Hey pussy @realDonaldTrump take notes hoe! https://t.co/1net33PIsu;0;0;0
2092;Duke University, home of false rape accusations AMD that girl who filmed her dog fucking her. https://t.co/JQp5pjo0Y8;0;0;0
2093;Not a Kathryn Bernardo fan but she’s one of the sweetest actress I’ve met. You messed up bigtime, aesthetically deprive cunt, Xander Ford.;0;0;0
2094;Did you know that Gurmeet Ram Rahim Singh Ji has donated 25 lacs from the Earning of Jattu Engineer for bone bank! https://t.co/MRZS6jJWhI';0;0;0
2095;@xannarchy @lilxanfuhyobih Atleast I don't listen to 'I LIKE LEAN, I LIKE DRUGS' as your favorite rapper says? Huh? You cunt.;0;0;0
2096;@zesty_leftwing Its the muslins, you can't object to rape in Islam, to do so is to insult Muhammed.;0;0;0
2097;Politically, I call it rape whenever a woman has sex and feels violated.-Catharine MacKinnon;0;0;0
2098;@smelltheheinze @guardian_sport @NickAmes82 it's hyperbole you thick cunt;0;0;0
2099;@midhatkidwai @slavish @polysmind what is the name of the hole from where your shit?? dou you shit from your brain?… https://t.co/wWsASwAiH3;0;0;0
2100;"When you come in the house @ 3 &amp; it’s a problem 😂😂 FSE Shut Up Hoe &amp; GTB";0;0;0
2101;@Kmoneyglitaaa Miss you hoe 134❤️;0;0;0
2102;And you won't get me in a hole to rot with your hemlock on the rocks.;0;0;0
2103;@melissafera_ SHUT THE FUCK UP. YOU DUMB WHORE.;0;0;0
2105;@Gaurav220594 You whilst looking at ur cock 'where is it? Why is it so small?';0;0;0
2106;@_juliannemoore @rosemcgowan No you are not pulling out. Amazon have decided not to show the rape produced series to try and look better. Don't pretend it's your choice;0;0;0
2107;71-32-6, you literally aren't good enough to win 1/3 of our meetings. Go back to your hole https://t.co/ioHtEAzEjh;0;0;0
2108;A)Woman (married/single) below 18yrs of age, has consensual sex = rape! B) Married woman over 18yrs is raped by husband = 'marital sex'🤷‍♀️ https://t.co/ulkFr1FcCR;0;0;0
2109;@dolanirvana still has a bigger cock than you isnt that what grayson wants;0;0;0
2110;@ajaydevgn you sir such a humble person but @aamir_khan he is a business man. Ab to confirm ho gaya screen 50-50 hi milega 😂;0;0;0
2111;@SixxVazquez Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe;0;0;0
2112;Lol no. Not in that sense, you give yourself to your husband doesnt mean he should rape. The woman is still the primary owner of her body. https://t.co/5JtIze5cFf;0;0;0
2113;everytime i reach the highlights of smut im reading me: ok hoe calm down calm down sit your ass relax its just a smut;0;0;0
2114;Im totaly scared of what kaley WU dating done !kaley U be most motherfcuking girl ever never say it die on this throne sickest whore forcalf;0;0;0
2115;@AlmightyAle_ That's what you called a dumb hoe who wasn't raised right 🤦🏼‍♀️;0;0;0
2116;This girl thinks she’s cute on ig doing CC bitch wtffff lmao;0;0;0
2117;@BugsySeigal @brian_bluesky @mikelallen6 For somebody who supports white rape, you are thankfully the minority. Get a fucking life and don’t breed. Imbecile.;0;0;0
2118;@dq_keepit100 @YouTube lmfao.. fasho.. you alreday kno i was doing thus hoe huh;0;0;0
2119;"Around 70 messages from men &amp; fake accounts honestly 🙄 you are Soooooooooooo boring send nudes,do you like cock, how wet are you 😴#TeenSlut";0;0;0
2120;No, you can't come over here lil hoe;0;0;0
2121;@JuliaHB1 Are you actually advocating making up claims of rape for personal gain??? That’s pretty vile (@lilyallen);0;0;0
2122;@weathernetwork When you sleep in the night and there's a hole in the bottom and you don't notice it you're most likely going to drown.;0;0;0
2123;@embedded_iot I tell you what... I could fall down the rabbit hole of collecting old medical stuff! Gorgeous!;0;0;0
2124;@JVSterling732 @joeyroon10 @JamesAldworth @AshBoii94 @SkySportsPL @LFC @ManUtd I know you thick cunt. I never said… https://t.co/SnNE0jTzUI;0;0;0
2125;@NamesNotBecky Do you have a tow bar on your ram?;0;0;0
2127;My brother is such a dick to his girlfriend who is so damn nice and it literally pisses me off.;0;0;0
2129;@davidthewhiter1 If he'd have recognised you Dave he'd have kissed your arse. That's what he's like. Can't stand the cunt.;0;0;0
2130;@jackie__20 At least you got to go hoe;0;0;0
2131;@suicidal_harlot @bratfuck @brattycunt your own source doesn't even say what you claim it does. *with the exception of rape* is what it says;0;0;0
2132;@realDonaldTrump I though in a free country you could worship whoever you want too? Isnt america the home of the free? You're a cunt;0;0;0
2133;"In America, only 7% of rapists are convicted. It's about power - men want to know they can rape, harass, abuse any woman &amp; get away with it.";0;0;0
2134;@BernieSanders YOU are talking about lack of respect for women?? The RAPE story? Your vote history? Pushing Jane off the stage? You should be embarrassed!;0;0;0
2135;How far can you go down the rabbit hole ?;0;0;0
2136;"Nah If i kiss my girl my dick gonna get hard &; im tryna fck 🤷🏻‍♀️ You sleep !! https://t.co/4KNYEJAaB5";0;0;0
2137;@billshortenmp The man asked you a question. Make sure you answer it you weak bubble headed socialist union whore. https://t.co/t9G53v0ieD;0;0;0
2138;Ohhhhhhhh Hellll No Bitch ! You Done Fcked With The Wrong Woman 🤦🏼‍♀️😤;0;0;0
2139;WILLIAM PIKE YOU FUCKING CHEATING CUNT MOTHER FUCKER;0;0;0
2140;@Dreddnought are you ok Hun? There’s a Mark shaped hole in my Facebook. ❤️❤️❤️❤️;0;0;0
2141;@joshtame123 Watch the trailer you stupid cunt, you’ll love it;0;0;0
2142;My bunker alfa in my phone have only 1 floor I know this is a problem with my ram . But can you fix it soon . Need chopper @LastDaySurvival;0;0;0
2143;Long Beach, you're a bitch ass city. Get you parking in order you hoe!;0;0;0
2144;If you voted yes ya moms a hoe;0;0;0
2145;@2SatanSatire @CogGrinder @N4tTurner Welp I think you said the correct thing. Though now he's protected his tweets. What a fuckin cunt.;0;0;0
2146;@mattkeogh Shame you won't protect children from threats of violence, harassment or rape;0;0;0
2147;@betterpakistan @ImranKhanPTI Hoe your dreams also return to you as nightmare;0;0;0
2148;Bitch boi still doesn’t know his girl still barking up my tree 😴;0;0;0
2149;@RivalForeah I'll send you cock picks;0;0;0
2150;BEL WHERE THE HELL ARE YOU YOUR SIDE HOE MINHYUK IS NOW IN BLACK MYDMD!DMMF;0;0;0
2151;69. #Bozo is the friend who tries to con you into privacy so he can either pressurise you into consensual sex or rape you.;0;0;0
2152;@MerwaAbdulla I'd applaud you if you did something benevolent, haram or not But unfortunately all you do is act like a cunt on Twitter;0;0;0
2153;It's so annoying how people believe that the husband can rape the wife. She doesnt want sex at that time you should understand not force her;0;0;0
2154;Saturday Twitter Tip Find 5 men you disagree with Ensure they are blocked to prevent rape and death threats Ign… https://t.co/I6p5bFip1j;0;0;0
2155;@Cxmmeron I intercepted that hoe. It was good you woulda liked it;0;0;0
2156;@MomoMischief got really excited hearing you on Rico’s stream only to find out you still aren’t streaming because of ram issues. ::lesigh::;0;0;0
2157;You're chip leader and your hole cards are 6h Js are you taking it down?;0;0;0
2158;“Devil in the form of a whore” ... no you said it. #post;0;0;0
2159;@realDonaldTrump NOT LONG NOW BEFORE YOU ARE IMPEACHED .. YOU YELLOW BELLIED SELF-CENTRED CUNT ...... NEVER DID NATIONAL SERVICE .. COWARD!;0;0;0
2160;“ go talk to your side hoes “ first of all you are the side ho 😂😂😂;0;0;0
2161;@m_poncho Useless stupid cunt furious;0;0;0
2162;@joshuadowidat you didn't learn that when living in Bet Shemesh has made you a slut, or whatever the male equivalent is :-p;0;0;0
2163;@DVATW I know you don't apply common sense, but common sense says no-one would be cautioned for rape is a successful prosecution was possible.;0;0;0
2164;@Zaddy__Zayn @Noleen_ZjM @anupamae hoe you dont even know??Tragique....add me back;0;0;0
2165;@The_Hallam38 @jodielouise812 Ps - Andy, I’ll meet you at the Ram in town for the Rams game today. Really excited for this one!;0;0;0
2166;@GrahamPerrettMP @vanOnselenP at least he speaks out against organisations who threaten to rape children you applaud them and support them.;0;0;0
2167;if my homie girl aint providin u know imma pull up and suck my nigga dick aint nothin wrong with helpin yo niggas out no homo;0;0;0
2168;@AllStarBacon Honestly, if they are calling you a cunt for not responding to them in time because they have issues, that's pretty fucking shitty. Love ya;0;0;0
2169;Rene Lavice, Jareth - Let You Go (Ram) #DrumnBass https://t.co/P4OW8uqtu6;0;0;0
2170;@trumpsterMG @realDonaldTrump You're a dick. Said every woman ever;0;0;0
2171;Only you hoe;0;0;0
2172;BET YOUR ASS BITCH;0;0;0
2173;Online seller, pls display price you cunt!;0;0;0
2174;Time to start teaching men it's NOT ok for them to rape women instead of teaching women to try and not get raped or that it's their fault https://t.co/SfpaOgz8bP;0;0;0
2175;...we need to be the ones to ensure this culture of rape, and this belief that power gives you entitlement ends with this generation...;0;0;0
2176;she called a woman a whore and a tramp ????? what is her problem https://t.co/CZEa7toUx5;0;0;0
2177;Apparently 'fuck off and die you stupid cunt' with no prior engagement is within twitter rules. I bet @jack would disagree if i tweeted that;0;0;0
2178;Don't let the world ending distract you from the fact that you're a hoe.;0;0;0
2179;@lemmymat @BelAkinyii Hata maasai wako na aids you stupid son of a bitch. Luos are the ones who live lavish lifestyle in Kenya while u live like bedbugs. Puga;0;0;0
2180;@AlfieKent98 Grow up you slag;0;0;0
